work_id,institution_id,institution_name
https://openalex.org/W4399880781,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4399880781,https://openalex.org/I167576493,Colorado School of Mines
https://openalex.org/W4399880781,https://openalex.org/I204553293,"China University of Petroleum, Beijing"
https://openalex.org/W4399880781,https://openalex.org/I62856769,Saudi Aramco (United States)
https://openalex.org/W4220790844,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W2983343083,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4393261038,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4393261038,https://openalex.org/I3124059619,China University of Geosciences
https://openalex.org/W4393261038,https://openalex.org/I167576493,Colorado School of Mines
https://openalex.org/W4400465895,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4400465895,https://openalex.org/I176601375,Khalifa University of Science and Technology
https://openalex.org/W4387523417,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4387523417,https://openalex.org/I4210105989,Islamic University of Riau
https://openalex.org/W4395083509,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4395083509,https://openalex.org/I176601375,Khalifa University of Science and Technology
https://openalex.org/W4323308459,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4323308459,https://openalex.org/I167576493,Colorado School of Mines
https://openalex.org/W3203845624,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4376566215,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4376566215,https://openalex.org/I167576493,Colorado School of Mines
https://openalex.org/W4396496664,https://openalex.org/I176601375,Khalifa University of Science and Technology
https://openalex.org/W4396496664,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4386971160,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4386971160,https://openalex.org/I167576493,Colorado School of Mines
https://openalex.org/W4409556117,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4413307018,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4390618253,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4390618253,https://openalex.org/I71920554,King Abdullah University of Science and Technology
https://openalex.org/W3204654155,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W2950884568,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W2950884568,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W3123076178,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3108634557,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3108634557,https://openalex.org/I60342839,Qatar University
https://openalex.org/W3197494787,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3197494787,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W3165335406,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3165335406,https://openalex.org/I32393484,Petrobras (Brazil)
https://openalex.org/W4388681907,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4388681907,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4386851366,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4386851366,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4400321432,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4400321432,https://openalex.org/I176601375,Khalifa University of Science and Technology
https://openalex.org/W3034842170,https://openalex.org/I32393484,Petrobras (Brazil)
https://openalex.org/W3034842170,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3034842170,https://openalex.org/I2801613365,Mitchell Institute
https://openalex.org/W3034842170,https://openalex.org/I91045830,Texas A&M University
https://openalex.org/W4200553882,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3106662549,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3207987013,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3215400527,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4206655086,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W2972520123,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W2972520123,https://openalex.org/I91045830,Texas A&M University
https://openalex.org/W3164269048,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3124849538,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3160209675,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3086251219,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3086251219,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W3093024954,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3152701421,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3181900015,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3181900015,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W3023652596,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3023652596,https://openalex.org/I32393484,Petrobras (Brazil)
https://openalex.org/W3174509583,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3174509583,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4312184458,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W2797452229,https://openalex.org/I2801613365,Mitchell Institute
https://openalex.org/W2797452229,https://openalex.org/I91045830,Texas A&M University
https://openalex.org/W3083162868,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4200559949,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4200559949,https://openalex.org/I8692664,University of Oklahoma
https://openalex.org/W4206210546,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3039780204,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3039780204,https://openalex.org/I102502594,Northern Illinois University
https://openalex.org/W4386365373,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4386365373,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4226494982,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4226494982,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W2896849808,https://openalex.org/I91045830,Texas A&M University
https://openalex.org/W2896849808,https://openalex.org/I2801613365,Mitchell Institute
https://openalex.org/W3088619388,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3088619388,https://openalex.org/I62856769,Saudi Aramco (United States)
https://openalex.org/W4292859980,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4292859980,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4296502269,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4383311738,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4383311738,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4393070975,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4393070975,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W3186166515,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3186166515,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4387523417,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4387523417,https://openalex.org/I4210105989,Islamic University of Riau
https://openalex.org/W4402858818,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4385838323,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4385838323,https://openalex.org/I176601375,Khalifa University of Science and Technology
https://openalex.org/W4405489237,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4401443161,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4401443161,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4401480176,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4401480176,https://openalex.org/I97018004,Stanford University
https://openalex.org/W4403931113,https://openalex.org/I20230540,University of Miskolc
https://openalex.org/W4403931113,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W2983606640,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W2983606640,https://openalex.org/I91045830,Texas A&M University
https://openalex.org/W2983606640,https://openalex.org/I2801613365,Mitchell Institute
https://openalex.org/W3033578523,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W2969805059,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W2970201091,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3185279486,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3185279486,https://openalex.org/I102502594,Northern Illinois University
https://openalex.org/W2318487830,https://openalex.org/I2801613365,Mitchell Institute
https://openalex.org/W2318487830,https://openalex.org/I91045830,Texas A&M University
https://openalex.org/W3212161832,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3212161832,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W3047862241,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3047862241,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W3037108379,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3037108379,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4310811590,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4310811590,https://openalex.org/I62856769,Saudi Aramco (United States)
https://openalex.org/W4323310835,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4323310835,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W3081932022,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4321611009,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4321611009,https://openalex.org/I62856769,Saudi Aramco (United States)
https://openalex.org/W4223578529,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4220674738,https://openalex.org/I71920554,King Abdullah University of Science and Technology
https://openalex.org/W4220674738,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4220674738,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4313655630,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4313655630,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4320484935,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4307664754,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4307664754,https://openalex.org/I62856769,Saudi Aramco (United States)
https://openalex.org/W4309490286,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4386022471,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4386022471,https://openalex.org/I71920554,King Abdullah University of Science and Technology
https://openalex.org/W4212864096,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4212864096,https://openalex.org/I62856769,Saudi Aramco (United States)
https://openalex.org/W4323308051,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4323308051,https://openalex.org/I62856769,Saudi Aramco (United States)
https://openalex.org/W4376139896,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4378228603,https://openalex.org/I106994412,Sinopec (China)
https://openalex.org/W4378228603,https://openalex.org/I204553293,"China University of Petroleum, Beijing"
https://openalex.org/W4378228603,https://openalex.org/I17442442,State Grid Corporation of China (China)
https://openalex.org/W4378228603,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4384207547,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4384207547,https://openalex.org/I62856769,Saudi Aramco (United States)
https://openalex.org/W4328051589,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4392170622,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4392170622,https://openalex.org/I62856769,Saudi Aramco (United States)
https://openalex.org/W4387470844,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4387470844,https://openalex.org/I62856769,Saudi Aramco (United States)
https://openalex.org/W4395454182,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4395454182,https://openalex.org/I71920554,King Abdullah University of Science and Technology
https://openalex.org/W4399171328,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4402512789,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4402512789,https://openalex.org/I62856769,Saudi Aramco (United States)
https://openalex.org/W4406099889,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4406099889,https://openalex.org/I167576493,Colorado School of Mines
https://openalex.org/W4385550446,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4385550446,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4385550446,https://openalex.org/I204553293,"China University of Petroleum, Beijing"
https://openalex.org/W4387363867,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4387363867,https://openalex.org/I193170854,Bruker (United States)
https://openalex.org/W4387363867,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4391074126,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4392918132,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4392918132,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4401862877,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4401862877,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W3006429995,https://openalex.org/I32393484,Petrobras (Brazil)
https://openalex.org/W3006429995,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3006429995,https://openalex.org/I2801613365,Mitchell Institute
https://openalex.org/W3006429995,https://openalex.org/I91045830,Texas A&M University
https://openalex.org/W4221048264,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W2953712544,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W2953712544,https://openalex.org/I2801613365,Mitchell Institute
https://openalex.org/W2953712544,https://openalex.org/I91045830,Texas A&M University
https://openalex.org/W3042284496,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3042284496,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W3156118246,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3011024902,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3011528831,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3011528831,https://openalex.org/I4210129840,Materials Design (France)
https://openalex.org/W3085757926,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4200054012,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4200054012,https://openalex.org/I62856769,Saudi Aramco (United States)
https://openalex.org/W4200482783,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4313200447,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4313200447,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W2987073415,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4213139381,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4282022852,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4360985713,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4367049048,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4367049048,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4213100919,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4213173341,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4213281390,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4213281390,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4308209475,https://openalex.org/I71920554,King Abdullah University of Science and Technology
https://openalex.org/W4308209475,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4387447357,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4387447357,https://openalex.org/I62856769,Saudi Aramco (United States)
https://openalex.org/W3201498394,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4380873269,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4386499565,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4386616771,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4386616771,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4389986828,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4389986828,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4379516040,https://openalex.org/I62856769,Saudi Aramco (United States)
https://openalex.org/W4379516040,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4395007866,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4395007866,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4389166647,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4389166647,https://openalex.org/I176601375,Khalifa University of Science and Technology
https://openalex.org/W4396702816,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4396702816,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4403334856,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4404755035,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4404755035,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4408922684,https://openalex.org/I60559429,Nazarbayev University
https://openalex.org/W4408922684,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4408922684,https://openalex.org/I31595395,Chengdu University of Technology
https://openalex.org/W4408922684,https://openalex.org/I4210098205,State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation
https://openalex.org/W4408922684,https://openalex.org/I167576493,Colorado School of Mines
https://openalex.org/W4411239392,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4411239392,https://openalex.org/I20230540,University of Miskolc
https://openalex.org/W3033766887,https://openalex.org/I62856769,Saudi Aramco (United States)
https://openalex.org/W3033766887,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3033766887,https://openalex.org/I32393484,Petrobras (Brazil)
https://openalex.org/W3217551164,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W3217551164,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4225113083,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4200389151,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4376644772,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4393408819,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4393408819,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4379280029,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4379280029,https://openalex.org/I62856769,Saudi Aramco (United States)
https://openalex.org/W4389209994,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4389209994,https://openalex.org/I4210143841,Saudi Aramco (Saudi Arabia)
https://openalex.org/W4399805610,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3033368868,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W3033368868,https://openalex.org/I102502594,Northern Illinois University
https://openalex.org/W4213267263,https://openalex.org/I204553293,"China University of Petroleum, Beijing"
https://openalex.org/W4213267263,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4378230836,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4401479404,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
https://openalex.org/W4404014498,https://openalex.org/I134085113,King Fahd University of Petroleum and Minerals
